category,topic,terms,nm_producao,nm_orientador,gamma
Philosophy of Science,66,"historia, historica, historico, progresso, historicos",a distincao entre a ecologia de populacoes e a ecologia evolutiva com base na dicotomia proximoremoto,gustavo andres caponi,1.49
Philosophy of Science,66,"historia, historica, historico, progresso, historicos",os fatos que se contam saberes e historiadores de uma historia a outra,renato janine ribeiro,1.49
Philosophy of Science,66,"historia, historica, historico, progresso, historicos",o conceito de historia em voltaire,jose eduardo marques baioni,1.49
Philosophy of Science,66,"historia, historica, historico, progresso, historicos",filosofia da historia em voltaire,jacira de freitas,1.49
Philosophy of Science,66,"historia, historica, historico, progresso, historicos",a concepcao de historia em antonio quadros uma contribuicao para o estudo da cultura portuguesa,anna maria moog rodrigues,1.49
Philosophy of Science,66,"historia, historica, historico, progresso, historicos",o pensamento filosofico de viktor emil frankl mundo homem e deus,maria aparecida de paiva montenegro,1.49
Philosophy of Science,66,"historia, historica, historico, progresso, historicos",o sentido da historia em karl lowith escatologia progresso e secularizacao da historia na obra o sentido da historia,marcio gimenes de paula,1.49
Philosophy of Science,66,"historia, historica, historico, progresso, historicos",esboco para uma interpretacao do dilema de jacobi,marco antonio valentim,1.49
Philosophy of Science,66,"historia, historica, historico, progresso, historicos",a historia da dupla helice interpretada a partir do quadro conceitual de ludwik fleck,marcos rodrigues da silva,1.49
Philosophy of Science,66,"historia, historica, historico, progresso, historicos",espetaculo e devocao burlesco e teologia politica nas dancas populares brasileiras,olgaria chain feres matos,1.49
Philosophy of Science,22,"logica, logicas, sistemas, sistema, semantica",semantica de sociedade para logicas nvalentes,marcelo esteban coniglio,1.38
Philosophy of Science,22,"logica, logicas, sistemas, sistema, semantica",hierarquias de sistemas de deducao natural e de sistemas de tableaux analiticos para os sistemas cn de da costa,itala maria loffredo d´ottaviano,1.38
Philosophy of Science,22,"logica, logicas, sistemas, sistema, semantica",conectivos de restauracao local,marcelo esteban coniglio,1.38
Philosophy of Science,22,"logica, logicas, sistemas, sistema, semantica",o metodo de deducao natural aplicado as logicas proposicionais paraconsistentes cn,carlos alberto lungarzo,1.38
Philosophy of Science,22,"logica, logicas, sistemas, sistema, semantica",tableaux e inducao na logica plausivel,hercules de araujo feitosa,1.38
Philosophy of Science,22,"logica, logicas, sistemas, sistema, semantica",a modal approach to logical consistency,giorgio venturi,1.38
Philosophy of Science,22,"logica, logicas, sistemas, sistema, semantica",normalizacao forte via ordinal natural,itala maria loffredo d ottaviano,1.38
Philosophy of Science,22,"logica, logicas, sistemas, sistema, semantica",semantica algebrica de traducoes possiveis,marcelo esteban coniglio,1.38
Philosophy of Science,22,"logica, logicas, sistemas, sistema, semantica",conectivos e flexiveis uma abordagem categorial as semanticas de traducoes possiveis,marcelo esteban coniglio,1.38
Philosophy of Science,22,"logica, logicas, sistemas, sistema, semantica",fundamentos da logica anotada,newton carneiro affonso costa,1.38
Philosophy of Science,35,"justificacao, crenca, crencas, conhecimento, epistemologia",teorias da justificacao do conhecimento uma analise do confiabilismo de alvin goldman,luiz henrique de araujo dutra,1.2
Philosophy of Science,35,"justificacao, crenca, crencas, conhecimento, epistemologia",sobre a viabilidade do fundacionismo epistemico moderado,claudio goncalves de almeida,1.2
Philosophy of Science,35,"justificacao, crenca, crencas, conhecimento, epistemologia",o problema do desacordo racional entre pares uma defesa da atitude conciliadora de humildade intelectual,waldomiro jose da silva filho,1.2
Philosophy of Science,35,"justificacao, crenca, crencas, conhecimento, epistemologia",colocando os casos tipogettier sob teste filosofia experimental e a analise do conhecimento,ivan ferreira da cunha,1.2
Philosophy of Science,35,"justificacao, crenca, crencas, conhecimento, epistemologia",o problema de gettier e a epistemologia do raciocinio,claudio goncalves de almeida,1.2
Philosophy of Science,35,"justificacao, crenca, crencas, conhecimento, epistemologia",coerencia e justificacao epistemica,claudio goncalves de almeida,1.2
Philosophy of Science,35,"justificacao, crenca, crencas, conhecimento, epistemologia",confiabilismo em alvin goldman,albertinho luiz gallina,1.2
Philosophy of Science,35,"justificacao, crenca, crencas, conhecimento, epistemologia",o confiabilismo processual de a i goldman e o problema da generalidade,claudio goncalves de almeida,1.2
Philosophy of Science,35,"justificacao, crenca, crencas, conhecimento, epistemologia",ceticismo e ambicao um estudo em metaepistemologia,claudio goncalves de almeida,1.2
Philosophy of Science,35,"justificacao, crenca, crencas, conhecimento, epistemologia",contraexemplos de gettier repensando a justificacao epistemica,albertinho luiz gallina,1.2
Philosophy of Science,17,"epistemologia, popper, quine, epistemologica, epistemologico",critica de gould ao neodarwinismo a ampliacao do horizonte explicativo da teoria evolutiva contemporanea,ernesto perini frizzera da mota santos,1.16
Philosophy of Science,17,"epistemologia, popper, quine, epistemologica, epistemologico",niveis de selecao uma avaliacao a partir da teoria do gene egoista,osvaldo frota pessoa junior,1.16
Philosophy of Science,17,"epistemologia, popper, quine, epistemologica, epistemologico",a epistemologia naturalizada de quine e sua relacao com a normatividade epistemica,maria cristina de tavora sparano,1.16
Philosophy of Science,17,"epistemologia, popper, quine, epistemologica, epistemologico",a epistemologia posdarwiniana de sir karl popper,carlos alberto gomes dos santos,1.16
Philosophy of Science,17,"epistemologia, popper, quine, epistemologica, epistemologico",realismo e falibilismo um contraponto entre peirce e popper,ivo assad ibri,1.16
Philosophy of Science,17,"epistemologia, popper, quine, epistemologica, epistemologico",o holismo epistemologico de quine e o holismo semantico de davidson a partir de uma perspectiva de possivel complementaridade,erico andrade marques de oliveira,1.16
Philosophy of Science,17,"epistemologia, popper, quine, epistemologica, epistemologico",a ressignificacao na terapia cognitiva uma analise a partir do modelo do sistema de esquema de acoes e operacoes sobre simbolos e signos,ricardo pereira tassinari,1.16
Philosophy of Science,17,"epistemologia, popper, quine, epistemologica, epistemologico",a dialetica da realidade genese e desenvolvimento do surracionalismo de bachelard,marly bulcao lassance britto,1.16
Philosophy of Science,17,"epistemologia, popper, quine, epistemologica, epistemologico",popper o historicismo e o metodo das ciencias sociais,andre leclerc,1.16
Philosophy of Science,17,"epistemologia, popper, quine, epistemologica, epistemologico",individualismo metodologico contemporaneo defesa e critica belo horizonte,leonardo de mello ribeiro,1.16
Philosophy of Science,31,"estrutura, objetos, estruturas, mundo, sentido",totalidades e estrutura mereologica um estudo sobre a natureza dos objetos compostos,guido imaguire,0.93
Philosophy of Science,31,"estrutura, objetos, estruturas, mundo, sentido",observacoes sobre matematica e comprometimento ontologico,decio krause,0.93
Philosophy of Science,31,"estrutura, objetos, estruturas, mundo, sentido",o nascimento da parrhesia e o processo de laicizacao da polis grega uma analise a partir das tragedias de euripedes,alice bitencourt haddad,0.93
Philosophy of Science,31,"estrutura, objetos, estruturas, mundo, sentido",na fronteira entre a fisica e a filosofia reflexoes filosoficas de eugene p wigner,olival freire junior,0.93
Philosophy of Science,31,"estrutura, objetos, estruturas, mundo, sentido",o naturalismo de maddy e a avaliacao de candidatos a axioma em teoria dos conjuntos,antonio mariano nogueira coelho,0.93
Philosophy of Science,31,"estrutura, objetos, estruturas, mundo, sentido",o que sao leis da natureza segundo d m armstrong,mario ariel gonzalez porta,0.93
Philosophy of Science,31,"estrutura, objetos, estruturas, mundo, sentido",o problema ontologico da consciencia na mecanica quantica,andrea luisa bucchile faggion,0.93
Philosophy of Science,31,"estrutura, objetos, estruturas, mundo, sentido",topicos em metodologia formal a nocao de teoria em ciencia economica,newton carneiro affonso da costa,0.93
Philosophy of Science,31,"estrutura, objetos, estruturas, mundo, sentido",entre a materia e a forma o problema da objetividade dos fenomenos quanticos em werner heisenberg,daniel durante pereira alves,0.93
Philosophy of Science,31,"estrutura, objetos, estruturas, mundo, sentido",o conceito de objetividade um estudo sobre sua estrutura logica e definicao minima,sergio ricardo strefling,0.93
Philosophy of Science,16,"funcoes, funcao, classe, conjunto, numeros",as bases do intuicionismo matematico de brouwer a natureza do continuum intuicionista,andre da silva porto,0.65
Philosophy of Science,16,"funcoes, funcao, classe, conjunto, numeros",funcoes recursivas primitivas caracterizacao e alguns resultados,matias francisco dias,0.65
Philosophy of Science,16,"funcoes, funcao, classe, conjunto, numeros",sobre uma sistematizacao do eletromagnetismo,newton carneiro affonso da costa,0.65
Philosophy of Science,16,"funcoes, funcao, classe, conjunto, numeros",funcoes parciais recursivas e funcoes parcialmente turingcomputaveis uma prova de equivalencia,matias francisco dias,0.65
Philosophy of Science,16,"funcoes, funcao, classe, conjunto, numeros",definicoes de conjunto finito,luiz paulo de alcantara,0.65
Philosophy of Science,16,"funcoes, funcao, classe, conjunto, numeros",ordens densas participacoes e o axioma da escolha,luiz paulo de alcantara,0.65
Philosophy of Science,16,"funcoes, funcao, classe, conjunto, numeros",o homem o espaco habitavel e o conforto ambiental,francisco de paula souza,0.65
Philosophy of Science,16,"funcoes, funcao, classe, conjunto, numeros",proposta de um modelo de computabilidade do continuop,benjamin callejas bedregal,0.65
Philosophy of Science,16,"funcoes, funcao, classe, conjunto, numeros",a filosofia pratica de grice analise do discurso pratico e sistema de fins,frank thomas sautter,0.65
Philosophy of Science,16,"funcoes, funcao, classe, conjunto, numeros",uma analise internalista dos nomes proprios,oswaldo chateaubriand filho,0.65
Philosophy of Science,44,"kripke, modelo, semantico, significado, semantica",da computacao paraconsistente a computacao quantica,walter alexandre carnielli,0.54
Philosophy of Science,44,"kripke, modelo, semantico, significado, semantica",podemos fazer ciencia sem teorias um estudo sobre o realismo de entidades e o antirealismo de teorias de hacking e cartwright,luiz henrique de araujo dutra,0.54
Philosophy of Science,44,"kripke, modelo, semantico, significado, semantica",representando propriedades emergentes com automatos celulares,osvaldo frota pessoa junior,0.54
Philosophy of Science,44,"kripke, modelo, semantico, significado, semantica",duas concepcoes de leis da natureza bas van fraasen brian ellis,andre leclerc,0.54
Philosophy of Science,44,"kripke, modelo, semantico, significado, semantica",the fading light of contingency on tense modals and assessmentsensitivity a luz evanescente da contingencia operadores temporais modalidades e sensibilidade a contextos de avaliacao,walter alexandre carnielli,0.54
Philosophy of Science,44,"kripke, modelo, semantico, significado, semantica",semantica algebrica para as logicas modais e seu interesse filosofico,walter alexandre carnielli,0.54
Philosophy of Science,44,"kripke, modelo, semantico, significado, semantica",sobre a normatividade do significado uma pseudorestricao a semantica naturalizada,roberto hofmeister pich,0.54
Philosophy of Science,44,"kripke, modelo, semantico, significado, semantica",o estatuto ontologico das especies biologicas na sistematica filogenetica,tulio roberto xavier de aguiar,0.54
Philosophy of Science,44,"kripke, modelo, semantico, significado, semantica",a crueldade de antonin artaud,vera lucia goncalves felicio,0.54
Philosophy of Science,44,"kripke, modelo, semantico, significado, semantica",referencia necessidade e ciencia um estudo do essencialismo cientifico de kripke,plinio junqueira smith,0.54
Aesthetics,37,"arte, estetica, estetico, artistica, artes",luigi pareyson e a estetica da formatividade um estudo de sua aplicabilidade a poetica do readymade,romero alves freitas,1.63
Aesthetics,37,"arte, estetica, estetico, artistica, artes",sobre o conceito de obra de arte em arthur danto,silvia faustino de assis saes,1.63
Aesthetics,37,"arte, estetica, estetico, artistica, artes",o que e a arte sera a teoria institucional promissora,helio lopes da silva,1.63
Aesthetics,37,"arte, estetica, estetico, artistica, artes",thierry de duve e o juizo estetico moderno uma analise dos readymades pelo juizo estetico kantiano,rachel cecilia de oliveira costa,1.63
Aesthetics,37,"arte, estetica, estetico, artistica, artes",intencao contexto por uma reorientacao intencionalista e contextualista da estetica e da filosofia da arte no elogio da arte contemporanea,kathrin lerrer rosenfield,1.63
Aesthetics,37,"arte, estetica, estetico, artistica, artes",o papel da estetica na teoria estatuto da estetica filosofica apos o fim da arte,romero alves freitas,1.63
Aesthetics,37,"arte, estetica, estetico, artistica, artes",investigacoes acerca do conceito de arte,rodrigo antonio de paiva duarte,1.63
Aesthetics,37,"arte, estetica, estetico, artistica, artes",definicao estetica de arte experiencia estetica e definicao de arte em monroe beardsley,breno hax junior,1.63
Aesthetics,37,"arte, estetica, estetico, artistica, artes",formatividade e interpretacao a filosofia estetica de luigi pareyson,oscar federico bauchwitz,1.63
Aesthetics,37,"arte, estetica, estetico, artistica, artes",a natureza institucional da arte segundo george dickie,gilson de paulo moreira iannini,1.63
Aesthetics,11,"deleuze, gilles, guattari, imagem, imanencia",resistindo a lei literatura e jurisprudencia na filosofia deleuzeguattariana,ester maria dreher heuser,1.27
Aesthetics,11,"deleuze, gilles, guattari, imagem, imanencia",a superficie e a dobra as condicoes do acontecimento em giles deleuze,guilherme castelo branco,1.27
Aesthetics,11,"deleuze, gilles, guattari, imagem, imanencia",vicissitudes de um corpo em tempos de capturas bioidentitarias acerca do conceito de sentido em gilles deleuze,eder soares santos,1.27
Aesthetics,11,"deleuze, gilles, guattari, imagem, imanencia",o sertao maior que o mundo,peter pal pelbart,1.27
Aesthetics,11,"deleuze, gilles, guattari, imagem, imanencia",as fronteiras da subjetividade uma introducao ao campo das singularidades em deleuze a partir da analise da dimensao preindividual dos individuos em simondon,paulo cesar duque estrada,1.27
Aesthetics,11,"deleuze, gilles, guattari, imagem, imanencia",a vertigem da imanencia deleuze e guattari diante dos riscos da experimentacao,mariana de toledo barbosa,1.27
Aesthetics,11,"deleuze, gilles, guattari, imagem, imanencia",travessuras do desejo signo rizoma e devir em grande sertao veredas,luiz benedicto lacerda orlandi,1.27
Aesthetics,11,"deleuze, gilles, guattari, imagem, imanencia",o problema fundamental da filosofia politica segundo gilles deleuze e felix guattari,mariana de toledo barbosa,1.27
Aesthetics,11,"deleuze, gilles, guattari, imagem, imanencia",gilles deleuze e a intertextualidade diferencial contribuicoes para literatura comparada,ricardo nascimento fabbrini,1.27
Aesthetics,11,"deleuze, gilles, guattari, imagem, imanencia",o conceito de desejo na filosofia de gilles deleuze,luiz benedicto lacerda orlandi,1.27
Aesthetics,61,"nietzsche, tragedia, tragico, tragica, nascimento",filosofia dionisiaca nietzshe e as mascaras de dionisio,adriany ferreira de mendonca,1.27
Aesthetics,61,"nietzsche, tragedia, tragico, tragica, nascimento",construcao e superacao das imagens de socrates em nietzsche,wilson antonio frezzatti junior,1.27
Aesthetics,61,"nietzsche, tragedia, tragico, tragica, nascimento",do absurdo a revolta expressoes do tragico no pensamento camusiano,rachel gazolla de andrade,1.27
Aesthetics,61,"nietzsche, tragedia, tragico, tragica, nascimento",a recepcao de heraclito na filosofia de nietzsche,oswaldo giacoia junior,1.27
Aesthetics,61,"nietzsche, tragedia, tragico, tragica, nascimento",a caricatura da philosophia ou de como aristofanes encena um socrates presocratico,carolina de melo bomfim araujo,1.27
Aesthetics,61,"nietzsche, tragedia, tragico, tragica, nascimento",entre jubilo e ruina a perspectiva tragica de niietzsche,oscar federico bauchwitz,1.27
Aesthetics,61,"nietzsche, tragedia, tragico, tragica, nascimento",heraclito na filosofia do jovem nietzsche,fernanda machado de bulhoes,1.27
Aesthetics,61,"nietzsche, tragedia, tragico, tragica, nascimento",a criacao filosofica em friedrich nietzsche por uma compreensao tragica da vida,adriany ferreira de mendonca,1.27
Aesthetics,61,"nietzsche, tragedia, tragico, tragica, nascimento",a criacao absurda segundo albert camus,romero alves freitas,1.27
Aesthetics,61,"nietzsche, tragedia, tragico, tragica, nascimento",o alemdohomem enquanto ideal estetico,oswaldo giacoia junior,1.27
Aesthetics,54,"benjamin, walter, experiencia, historia, modernidade",a melancolia revolucionaria de walter benjamin e a weltanschauung romantica,ricardo timm de souza,1.18
Aesthetics,54,"benjamin, walter, experiencia, historia, modernidade",as imagens da modernidade no projeto das passagens de walter benjamin,imaculada maria guimaraes kangussu,1.18
Aesthetics,54,"benjamin, walter, experiencia, historia, modernidade",o choque do moderno experiencia e narracao em walter benjamin,edvaldo souza couto,1.18
Aesthetics,54,"benjamin, walter, experiencia, historia, modernidade",diagnostico de epoca e declinio da experiencia em walter benjamin uma abordagem dos escritos da decada de,ricardo ribeiro terra,1.18
Aesthetics,54,"benjamin, walter, experiencia, historia, modernidade",educacao e narracao em walter benjamin,antonio jose pereira filho,1.18
Aesthetics,54,"benjamin, walter, experiencia, historia, modernidade",concepcao de experiencia em walter benjamin,kathrin holzermayr rosenfield,1.18
Aesthetics,54,"benjamin, walter, experiencia, historia, modernidade",aura vestigio e vivencia da arte em walter benjamin,pedro sussekind viveiros de castro,1.18
Aesthetics,54,"benjamin, walter, experiencia, historia, modernidade",imagens em fuga de um mundo em miniatura a constelacao do despertar nas passagens de walter benjamin,fernando ribeiro de moraes barros,1.18
Aesthetics,54,"benjamin, walter, experiencia, historia, modernidade",walter benjamin e a melancolia,marcia angelita tiburi,1.18
Aesthetics,54,"benjamin, walter, experiencia, historia, modernidade",o projeto da critica do conhecimento na obra de juventude dewalter benjamin,virginia de araujo figueiredo,1.18
Aesthetics,4,"traducao, derrida, romance, escrita, desconstrucao",uma introducao ao paradoxo da predicao,claudio goncalves de almeida,1.11
Aesthetics,4,"traducao, derrida, romance, escrita, desconstrucao",domina aeris ou qual e mais ilustre se a leveza ou a gravidade,sonia maria dion,1.11
Aesthetics,4,"traducao, derrida, romance, escrita, desconstrucao",de rerum natura  livro iii um exercicio de traducao do texto filosofico,anselmo tadeu ferreira,1.11
Aesthetics,4,"traducao, derrida, romance, escrita, desconstrucao",traducoes e notas de algumas observacoes sobre william shakespeare por ocasiao do wilhelm meister de augustwilhelm shclegel resenha de algumas observacoes sobre william shakespearte por ocasiao do wilhelm meister de augustwilhelm schlegel de friedrich schlegel e sobre o meister de goethe de friedrich schlegel e ensaio introdutorio,marcio suzuki,1.11
Aesthetics,4,"traducao, derrida, romance, escrita, desconstrucao",traducao comentada de trattato sopra le scene de sebastiano serlio,leon kossovitch,1.11
Aesthetics,4,"traducao, derrida, romance, escrita, desconstrucao",apologia de galileu por tomas campanella introducao e traducao,carlos arthur ribeiro do nascimento,1.11
Aesthetics,4,"traducao, derrida, romance, escrita, desconstrucao",a obra pictorica de jeronimo bosch a luz de escritos dos seculos xv xvi e xvii,leon kossovitch,1.11
Aesthetics,4,"traducao, derrida, romance, escrita, desconstrucao",dissertatio de arte combinatoria traducao e comentarios,william de siqueira piaui,1.11
Aesthetics,4,"traducao, derrida, romance, escrita, desconstrucao",o desaparecimento como autobiografia notas sobre maurice blanchot,franklin leopoldo e silva,1.11
Aesthetics,4,"traducao, derrida, romance, escrita, desconstrucao",o debate arquitetonico brasileiro,celso fernando favaretto,1.11
Aesthetics,60,"juizo, belo, estetica, beleza, sublime",reflexao e fundamento a validade universal do juizo de gosto na estetica de kant,vera cristina de andrade bueno,1.05
Aesthetics,60,"juizo, belo, estetica, beleza, sublime",mario de andrade cronista critico das artes plasticas,leon kossovitch,1.05
Aesthetics,60,"juizo, belo, estetica, beleza, sublime",a beleza entre o sensivel e o supra sensivel,vladimir menezes vieira,1.05
Aesthetics,60,"juizo, belo, estetica, beleza, sublime",a recepcao do sublime kantiano em schiller,jair lopes barboza,1.05
Aesthetics,60,"juizo, belo, estetica, beleza, sublime",schiller e o sublime patetico a filosofia do tragico,vinicius berlendis de figueiredo,1.05
Aesthetics,60,"juizo, belo, estetica, beleza, sublime",estatuto constitutivo dos juizos puros de belo na analitica do belo de i kant,roberto horacio de sa pereira,1.05
Aesthetics,60,"juizo, belo, estetica, beleza, sublime",a relevancia da genialidade para o sistema critico kantiano,vinicius berlendis de figueiredo,1.05
Aesthetics,60,"juizo, belo, estetica, beleza, sublime",botticelli pintura e teoria,arlenice almeida da silva,1.05
Aesthetics,60,"juizo, belo, estetica, beleza, sublime",os conceitos de ingenuo e sentimental em friedrich schiller do belo ideal de poesia e humanidade,bruno almeida guimaraes,1.05
Aesthetics,60,"juizo, belo, estetica, beleza, sublime",o feio como categoria estetica,romero alves freitas,1.05
Aesthetics,36,"musica, musical, nietzsche, wagner, cultura",wagner e nietzsche reflexoes sobre o drama musical grego,luis eduardo xavier rubira,1
Aesthetics,36,"musica, musical, nietzsche, wagner, cultura",cinco prefacios para cinco livros nao escritos de friedrich nietzsche distanciamento em relacao a richard wagner,thelma silveira da mota lessa da fonseca,1
Aesthetics,36,"musica, musical, nietzsche, wagner, cultura",o beethoven de wagner em o nascimento da tragadia de nietzsche,henry martin burnett junior,1
Aesthetics,36,"musica, musical, nietzsche, wagner, cultura",sobre o conceito de educacao estetica em friedrich schiller um estudo comparativo entre as cartas a augustenburg e sobre a educacao estetica do homem,ricardo jose correa barbosa,1
Aesthetics,36,"musica, musical, nietzsche, wagner, cultura",o pensamento musical de nietzsche,scarlett zerbetto marton,1
Aesthetics,36,"musica, musical, nietzsche, wagner, cultura",estilo e formacao na filosofia do jovem nietzsche,scarlett zerbetto marton,1
Aesthetics,36,"musica, musical, nietzsche, wagner, cultura",mito e musica em wagner e nietzsche,rosa maria dias,1
Aesthetics,36,"musica, musical, nietzsche, wagner, cultura",nietzsche e wagner o diario de aproximacao,marcio benchimol barros,1
Aesthetics,36,"musica, musical, nietzsche, wagner, cultura",a escuta musical no monismo de triplo aspecto,alfredo pereira junior,1
Aesthetics,36,"musica, musical, nietzsche, wagner, cultura",a montanha magica dos gregos nietzsche e o helenismo alemao,eduardo brandao,1
Aesthetics,24,"pintura, movimento, teatro, genero, galileu",teatro irresoluto impasses do teatro subvencionado na encenacao do espetaculo oresteia o canto do bode pelo grupo teatral folias darte,paulo eduardo arantes,0.66
Aesthetics,24,"pintura, movimento, teatro, genero, galileu",quimeras da modernidade uma interpretacao da obra de marcelo grassman,leon kossovitch,0.66
Aesthetics,24,"pintura, movimento, teatro, genero, galileu",a contradicao entre drama burgues e teatro epico na obra de duvaldo vianna filho,ana maria portich,0.66
Aesthetics,24,"pintura, movimento, teatro, genero, galileu",a recepcao de ernesto de fiori pela critica de arte,leon kossovitch,0.66
Aesthetics,24,"pintura, movimento, teatro, genero, galileu",alguns aspectos da teoria dos numeros de dedekind,marco antonio caron ruffino,0.66
Aesthetics,24,"pintura, movimento, teatro, genero, galileu",a inercia nos discorsi e no dialogo de galileo galilei,pablo ruben mariconda,0.66
Aesthetics,24,"pintura, movimento, teatro, genero, galileu",sobre o orador de ccero,lon kossovitch,0.66
Aesthetics,24,"pintura, movimento, teatro, genero, galileu",nicolas poussin ideia da paisagem,leon kossovitch,0.66
Aesthetics,24,"pintura, movimento, teatro, genero, galileu",a nocao de inercia em galileu galilei,samuel jose simon rodrigues,0.66
Aesthetics,24,"pintura, movimento, teatro, genero, galileu",a alteridade na prosaistica de bakhtin,guiomar maria de grammont machado de araujo e souza,0.66
Aesthetics,50,"cinema, violencia, weil, politica, imagem",o poema de empedocles uma renovacao da teoria do ciclo cosmico,alexandre da silva costa,0.57
Aesthetics,50,"cinema, violencia, weil, politica, imagem",a acao politica segundo eric weil,jose nicolau heck,0.57
Aesthetics,50,"cinema, violencia, weil, politica, imagem",a acao politica segundo eric weil,jose nicolau heck,0.57
Aesthetics,50,"cinema, violencia, weil, politica, imagem",o mal radical como violencia em eric weil,evanildo costeski,0.57
Aesthetics,50,"cinema, violencia, weil, politica, imagem",tedio e totalitarismo violencia politica e sentido em eric weil,evanildo costeski,0.57
Aesthetics,50,"cinema, violencia, weil, politica, imagem",o agir razoavel segundo eric weil,marly carvalho soares,0.57
Aesthetics,50,"cinema, violencia, weil, politica, imagem",ensaio sobre o exilio o reino perdido de albert camus,maria adriana camargo cappello,0.57
Aesthetics,50,"cinema, violencia, weil, politica, imagem",o ente fantasmatico do cinema o estigma do espectador e o pensamento,pedro duarte de andrade,0.57
Aesthetics,50,"cinema, violencia, weil, politica, imagem",violencia e acao politica em eric weil,evanildo costeski,0.57
Aesthetics,50,"cinema, violencia, weil, politica, imagem",educar para o sentido um dialogo com o pensamento de eric weil,marcelo perine,0.57
Ethics,19,"nietzsche, valores, moral, niilismo, vontade",nietzsche e a transvaloracao dos valores decadentes do alemdohomem ao tipo nobre,clademir luis araldi,2.41
Ethics,19,"nietzsche, valores, moral, niilismo, vontade",o papel de zaratustra na filosofia de nietzsche do meio dia ao grande meiodia,wilson antonio frezzatti junior,2.41
Ethics,19,"nietzsche, valores, moral, niilismo, vontade",sobre a genealogia da moral de nietzsche,leo afonso staudt,2.41
Ethics,19,"nietzsche, valores, moral, niilismo, vontade",nietzsche a moral da exaltacao do tipo forte,alvaro luiz montenegro valls,2.41
Ethics,19,"nietzsche, valores, moral, niilismo, vontade",a critica nietzschiana a moral tradicional,francisco jose dias de moraes,2.41
Ethics,19,"nietzsche, valores, moral, niilismo, vontade",transvaloracao de todos os valores uma introducao a tematica nietzschiana,ernildo jacob stein,2.41
Ethics,19,"nietzsche, valores, moral, niilismo, vontade",niilismo e cristianismo em dostoievski e nietzsche,marcio benchimol barros,2.41
Ethics,19,"nietzsche, valores, moral, niilismo, vontade",o cristianismo como religiao da decadence e contraria aos impulsos vitais em o anticristo de nietzsche,verlaine freitas,2.41
Ethics,19,"nietzsche, valores, moral, niilismo, vontade",nietzsche dostoievski e a psicologia do ressentimento,antonio edmilson paschoal,2.41
Ethics,19,"nietzsche, valores, moral, niilismo, vontade",a relacao entre as nocoes de transvaloracao e alemdohomem nos escritos de maturidade de friedrich nietzsche,adriana delbo lopes,2.41
Ethics,6,"moral, kant, moralidade, fundamentacao, razao",o sentimento de respeito na moral kantiana,maria de lourdes alves borges,1.96
Ethics,6,"moral, kant, moralidade, fundamentacao, razao",o fundamento da moralidade uma analise acerca dos modos de explicitar a necessidade e a universalidade da lei pratica na fundamentacao da metafisica dos costumes de immanuel kant,mario ariel gonzales porta,1.96
Ethics,6,"moral, kant, moralidade, fundamentacao, razao",sentimento moral repeito e facto da razao,christian viktor hamm,1.96
Ethics,6,"moral, kant, moralidade, fundamentacao, razao",a passagem da moral a religiao em immanuel kant,jair antonio krassuski,1.96
Ethics,6,"moral, kant, moralidade, fundamentacao, razao",autonomia e autocracia da vontade na filosofia moral de kant,alexandre hahn,1.96
Ethics,6,"moral, kant, moralidade, fundamentacao, razao",a lei moral e o sentimento do respeito nafilosofia pratica kantiana,christian viktor hamm,1.96
Ethics,6,"moral, kant, moralidade, fundamentacao, razao",a funcao da antropologia moral na filosofia pratica de kant,zeljko loparic,1.96
Ethics,6,"moral, kant, moralidade, fundamentacao, razao",o racional e o sensivel na teoria moral de kant,marcia cristina ferreira goncalves,1.96
Ethics,6,"moral, kant, moralidade, fundamentacao, razao",kant e o problema do principio moral supremo na fundamentacao da metafisica dos costumes,juan adolfo bonaccini,1.96
Ethics,6,"moral, kant, moralidade, fundamentacao, razao",o mal moral em kant,marcos lutz muller,1.96
Ethics,59,"felicidade, virtude, aristoteles, etica, bem",a eudaimonia na etica nicomaqueia fim inclusivo ou fim dominante,priscilla tesch spinelli,1.7
Ethics,59,"felicidade, virtude, aristoteles, etica, bem",a prudencia na etica nicomaqueia de aristoteles,balthazar barbosa filho,1.7
Ethics,59,"felicidade, virtude, aristoteles, etica, bem",carater na etica nicomaqueia significado determinismo e responsabilidade moral,jaqueline stefani,1.7
Ethics,59,"felicidade, virtude, aristoteles, etica, bem",orthos logos a educacao moral em aristoteles,fernando martins mendonca,1.7
Ethics,59,"felicidade, virtude, aristoteles, etica, bem",a relacao entre virtude moral e phronesis no livro vi da etica nicomaqueia,luiz henrique lopes dos santos,1.7
Ethics,59,"felicidade, virtude, aristoteles, etica, bem",kalokagathia a virtude da alma humana uma leitura de ethica eudemia viii,raphael zillig,1.7
Ethics,59,"felicidade, virtude, aristoteles, etica, bem",eudaimonia e autosuficiencia na etica nicomachea de aristoteles,marco antonio de avila zingano,1.7
Ethics,59,"felicidade, virtude, aristoteles, etica, bem",a temperanca como base para a construcao do carater virtuoso na etica nicomaqueia de aristoteles,priscilla tesch spinelli,1.7
Ethics,59,"felicidade, virtude, aristoteles, etica, bem",amizade civica em aristoteles,zoraida maria lopes feitosa,1.7
Ethics,59,"felicidade, virtude, aristoteles, etica, bem",a doutrina aristotelica da eudamonia e da prudencia e sua contribuicao na exegese da epistemologia de zagzebski,alexandre meyer luz,1.7
